timestamp,min,max,avg
0,7.0929107666015625,80.45714569091797,28.839685440063477
300,5.837273597717285,30.916301727294922,17.137996673583984
600,5.983618259429932,40.36101531982422,21.53413963317871
900,4.065887928009033,52.9091796875,19.672157287597656
1200,4.516758918762207,83.14913177490234,42.66392517089844
1500,32.138607025146484,86.82942962646484,60.621559143066406
1800,3.9398880004882812,45.54869842529297,14.35950756072998
2100,3.7669169902801514,14.39997386932373,8.891364097595215
2400,3.274242401123047,14.093592643737793,8.482933044433594
2700,4.221441268920898,15.825118064880371,9.559473991394043
3000,3.7638320922851562,62.179786682128906,21.808181762695312
3300,4.776517868041992,18.85039520263672,9.910188674926758
3600,3.532304525375366,15.888745307922363,9.307955741882324
3900,3.4567086696624756,13.111122131347656,7.997042655944824
4200,3.744676351547241,70.59276580810547,19.018966674804688
4500,3.747523307800293,69.5418472290039,19.607011795043945
4800,3.893493175506592,27.598539352416992,12.151410102844238
5100,3.5303516387939453,15.653366088867188,9.02746295928955
5400,3.7864766120910645,22.609346389770508,10.837297439575195
5700,4.354677200317383,20.318115234375,10.322885513305664
6000,3.3989970684051514,20.529151916503906,10.040733337402344
6300,3.3887033462524414,12.670076370239258,8.025606155395508
6600,3.241084098815918,82.87153625488281,31.46731948852539
6900,4.413957118988037,30.225793838500977,12.758840560913086
7200,4.335579872131348,15.889050483703613,10.248001098632812
7500,3.5370445251464844,26.657194137573242,9.92004108428955
7800,5.554736137390137,26.978452682495117,16.070180892944336
8100,5.472861289978027,37.35595703125,16.146453857421875
8400,4.933502674102783,92.43731689453125,43.698333740234375
8700,10.889379501342773,35.53219223022461,23.003650665283203
9000,4.547712802886963,35.46867752075195,21.900554656982422
9300,4.934024810791016,35.4298095703125,15.60944652557373
9600,4.51220703125,22.066417694091797,12.50471019744873
9900,3.9089767932891846,20.32012176513672,11.091531753540039
10200,3.9842991828918457,85.64173889160156,21.229896545410156
10500,5.6507344245910645,22.735389709472656,13.860624313354492
10800,4.058910846710205,26.46922492980957,10.795186042785645
11100,3.7680985927581787,19.325401306152344,12.175501823425293
11400,9.858339309692383,79.1365966796875,26.75996971130371
11700,14.174012184143066,73.83175659179688,32.13615417480469
12000,10.079377174377441,62.8185920715332,21.867406845092773
12300,9.912958145141602,20.43897247314453,12.783164024353027
12600,11.173637390136719,52.21847152709961,18.51498794555664
12900,10.399286270141602,17.62021255493164,13.44129467010498
13200,10.523604393005371,25.45389175415039,15.554664611816406
13500,3.8740124702453613,23.041767120361328,11.786223411560059
13800,3.814602851867676,34.169254302978516,14.252137184143066
14100,3.450460195541382,16.469999313354492,9.056365966796875
14400,3.919137716293335,30.02998924255371,13.606022834777832
14700,3.2367732524871826,21.043764114379883,9.730570793151855
15000,5.896729469299316,21.78919792175293,12.035893440246582
15300,5.507220268249512,33.3569450378418,19.3989200592041
15600,6.989229679107666,31.470266342163086,20.221654891967773
15900,6.7230610847473145,54.42186737060547,25.457866668701172
16200,5.8028388023376465,69.78062438964844,31.441682815551758
16500,5.255737781524658,57.49366760253906,20.75495147705078
16800,6.638372421264648,31.688936233520508,15.820357322692871
17100,6.66966438293457,67.3821792602539,24.945560455322266
17400,4.508612155914307,62.27373123168945,22.214757919311523
17700,6.642046928405762,81.10099029541016,20.845815658569336
18000,7.889917850494385,66.7047348022461,25.183767318725586
18300,5.790825843811035,71.59380340576172,24.1709041595459
18600,6.184924125671387,54.36415100097656,24.99283218383789
18900,8.148731231689453,57.36799621582031,23.479595184326172
19200,10.768129348754883,92.36508178710938,39.48318099975586
19500,5.598166465759277,74.15154266357422,23.36918830871582
19800,4.768826961517334,61.01305389404297,21.244998931884766
20100,5.2473835945129395,43.207489013671875,19.20740509033203
20400,9.098217010498047,75.47052001953125,33.02768325805664
20700,7.2974090576171875,82.69989776611328,27.44379997253418
21000,7.713664531707764,40.09938049316406,21.1016902923584
21300,6.642121315002441,58.46244812011719,21.1272029876709
21600,7.028468132019043,64.12033081054688,23.472681045532227
21900,7.191914081573486,77.11589813232422,21.348180770874023
22200,5.527962684631348,54.79236602783203,23.035903930664062
22500,5.3327741622924805,71.32616424560547,19.46248435974121
22800,5.9944682121276855,73.29078674316406,32.78925704956055
23100,5.892154693603516,65.2278823852539,24.50875473022461
23400,6.752381324768066,72.9791259765625,22.715673446655273
23700,7.430058002471924,58.299739837646484,23.430776596069336
24000,5.338072776794434,68.34819793701172,22.456117630004883
24300,6.197883129119873,39.7817268371582,18.55245590209961
24600,7.023046493530273,91.58504486083984,37.06255340576172
24900,3.8376142978668213,60.74884033203125,21.760578155517578
25200,3.156311511993408,20.10135841369629,10.259803771972656
25500,5.95388650894165,73.83708953857422,26.71803855895996
25800,4.031408786773682,72.493896484375,22.122697830200195
26100,4.333293437957764,59.615333557128906,20.48702049255371
26400,3.3968260288238525,42.77812194824219,16.951950073242188
26700,4.565272331237793,51.08983612060547,21.381792068481445
27000,4.535045146942139,70.19491577148438,18.738670349121094
27300,4.736287593841553,23.69367218017578,12.906394958496094
27600,4.519978046417236,61.02867126464844,16.838865280151367
27900,7.16674280166626,71.16033172607422,27.125308990478516
28200,5.559146881103516,78.52568054199219,25.43950653076172
28500,3.0894436836242676,33.72610855102539,18.802858352661133
28800,4.060718536376953,52.51491165161133,16.865556716918945
29100,5.246084690093994,67.23303985595703,24.918712615966797
29400,13.88575553894043,44.33951950073242,31.468809127807617
29700,12.38416576385498,78.1232681274414,34.4130973815918
30000,13.062396049499512,65.76538848876953,29.96601104736328
30300,14.310791969299316,76.22718811035156,34.10309600830078
30600,12.020587921142578,71.2808837890625,40.18294906616211
30900,3.1341538429260254,59.9118537902832,16.699569702148438
31200,3.503541946411133,54.424224853515625,12.072434425354004
31500,2.5997402667999268,14.276389122009277,6.388728141784668
31800,3.957892894744873,48.57817459106445,10.942001342773438
32100,3.8527050018310547,66.65531921386719,13.872296333312988
32400,2.8013365268707275,59.6793327331543,15.869083404541016
32700,2.9767327308654785,56.486671447753906,10.877893447875977
33000,3.51637601852417,73.81438446044922,19.174671173095703
33300,2.6848409175872803,60.87948226928711,12.18061637878418
33600,2.7290024757385254,61.3330078125,11.656739234924316
33900,2.943150758743286,44.75672149658203,11.43800163269043
34200,3.394768476486206,55.12268829345703,16.95916175842285
34500,2.792691946029663,61.736270904541016,10.84504222869873
34800,2.654392957687378,33.3028678894043,7.787083148956299
35100,2.747267484664917,64.59085845947266,10.535676956176758
35400,5.7718892097473145,71.78773498535156,37.115360260009766
35700,2.7381339073181152,17.025001525878906,6.7107954025268555
36000,2.6077654361724854,74.98956298828125,11.410075187683105
36300,3.2392477989196777,43.808349609375,11.257421493530273
36600,3.6080703735351562,12.49701976776123,8.142508506774902
36900,2.7315516471862793,31.221845626831055,7.743661880493164
37200,2.755983352661133,51.90545654296875,9.823332786560059
37500,5.02063512802124,53.478477478027344,18.164840698242188
37800,10.102859497070312,31.520299911499023,21.52185821533203
38100,5.271708965301514,76.20751953125,26.854310989379883
38400,5.318441390991211,78.6353530883789,17.03382682800293
38700,4.659947395324707,54.33409118652344,12.849248886108398
39000,5.589561939239502,26.349714279174805,12.411358833312988
39300,4.467434406280518,49.227603912353516,15.554699897766113
39600,2.835655927658081,64.72467803955078,14.907273292541504
39900,2.57079815864563,10.567313194274902,4.79592227935791
40200,3.6669328212738037,46.86540603637695,11.858458518981934
40500,2.952998638153076,71.8041763305664,17.922142028808594
40800,2.9605700969696045,96.92571258544922,42.803627014160156
41100,2.689984083175659,13.66659927368164,5.144176483154297
41400,2.7994983196258545,45.870361328125,14.195430755615234
41700,2.8562264442443848,57.9742317199707,11.909289360046387
42000,2.5824575424194336,14.85478401184082,7.150737762451172
42300,2.5860984325408936,65.79769134521484,12.760098457336426
42600,3.2934072017669678,42.973907470703125,12.838034629821777
42900,3.0754950046539307,70.8731460571289,11.685498237609863
43200,2.9094932079315186,72.43611907958984,14.505694389343262
43500,2.483980417251587,62.55314254760742,10.78904914855957
43800,2.8858253955841064,51.723419189453125,11.635515213012695
44100,2.5543885231018066,9.396981239318848,5.215775489807129
44400,2.365654230117798,75.31918334960938,18.895009994506836
44700,2.7794415950775146,64.82561492919922,11.716558456420898
45000,2.7981760501861572,58.17844009399414,10.532649993896484
45300,2.6287457942962646,13.15988826751709,6.464998245239258
45600,2.6438968181610107,73.26277160644531,20.691951751708984
45900,2.8559858798980713,61.31163024902344,14.354751586914062
46200,5.099664211273193,32.72684097290039,16.229225158691406
46500,7.860910892486572,54.885108947753906,20.09531593322754
46800,2.6399567127227783,65.2748794555664,11.770675659179688
47100,2.522695541381836,58.632442474365234,10.310042381286621
47400,2.8599791526794434,42.33924865722656,8.51115894317627
47700,3.3252100944519043,69.0562515258789,15.416728973388672
48000,6.365436553955078,96.05957794189453,53.98075866699219
48300,3.8096961975097656,23.681259155273438,11.120766639709473
48600,4.754780292510986,79.19793701171875,25.95574951171875
48900,10.189099311828613,68.09265899658203,26.710512161254883
49200,8.913765907287598,59.08006286621094,28.417173385620117
49500,3.95554518699646,19.07478141784668,10.098939895629883
49800,4.006024360656738,71.7369155883789,17.26594352722168
50100,4.779343128204346,48.77065658569336,16.558565139770508
50400,3.1801116466522217,17.08946418762207,10.02234172821045
50700,4.462660789489746,74.49248504638672,26.192747116088867
51000,3.4154160022735596,72.62679290771484,17.1296443939209
51300,5.461492538452148,53.111351013183594,14.28006649017334
51600,3.6198389530181885,75.4141845703125,22.73093605041504
51900,3.8776793479919434,55.210609436035156,14.2703218460083
52200,4.152359962463379,73.1098861694336,34.32700729370117
52500,5.204137325286865,36.93214797973633,14.325140953063965
52800,9.786742210388184,59.12472915649414,17.50269317626953
53100,11.605413436889648,76.8867416381836,30.9589786529541
53400,10.143589973449707,61.24789810180664,22.08708381652832
53700,10.811782836914062,31.68837547302246,16.467193603515625
54000,11.506634712219238,47.9931526184082,19.82829475402832
54300,4.004488468170166,58.604915618896484,20.116008758544922
54600,3.331299304962158,15.794934272766113,8.685379981994629
54900,4.315474987030029,81.80628204345703,17.285600662231445
55200,6.652451038360596,87.24500274658203,47.5865592956543
55500,45.15878677368164,95.84249114990234,64.50591278076172
55800,4.119917392730713,95.42973327636719,30.735891342163086
56100,3.7258827686309814,79.57838439941406,16.77593994140625
56400,3.9283535480499268,49.73736572265625,14.114428520202637
56700,3.5676043033599854,16.090744018554688,10.170089721679688
57000,3.1144790649414062,59.546836853027344,15.048332214355469
57300,3.8464229106903076,79.02496337890625,28.159332275390625
57600,5.690547943115234,48.65601348876953,13.373856544494629
57900,4.481775760650635,27.788419723510742,11.708561897277832
58200,3.4623074531555176,89.65902709960938,44.51374435424805
58500,4.1730055809021,74.00685119628906,22.24241065979004
58800,3.622654676437378,16.759309768676758,10.204731941223145
59100,4.970676422119141,80.0922622680664,24.346641540527344
59400,4.124969482421875,51.02531433105469,14.20919418334961
59700,3.6092278957366943,73.78768920898438,14.056414604187012
60000,5.677768707275391,45.828765869140625,12.979447364807129
60300,4.406692981719971,79.51219940185547,24.311439514160156
60600,4.175189018249512,48.641624450683594,13.925857543945312
60900,3.7145330905914307,17.625242233276367,9.3162202835083
61200,4.932122707366943,62.581390380859375,16.009634017944336
61500,5.170154094696045,77.63298034667969,26.011281967163086
61800,4.627445697784424,61.573028564453125,14.773821830749512
62100,3.7960422039031982,21.012697219848633,9.578601837158203
62400,4.984058856964111,70.50146484375,16.558664321899414
62700,4.076868057250977,77.09101867675781,22.68584632873535
63000,5.444932460784912,79.66513061523438,39.028141021728516
